plant_code,plant_name,state,nameplate_mw,distance_km,nearest_plant,capacity_w,transport_mode,freight_cost_per_w,total_freight_cost,co2_emissions_tons,carbon_cost,distance_bin
64841,"SR DeSoto I, LLC",GA,165.0,428.3,Alabama,165000000.0,Truck,0.0034264,565356.0,4805.526000000001,408469.7100000001,0-500km
64842,"SR Turkey Creek, LLC",KY,50.0,412.1,Ohio,50000000.0,Truck,0.0032968,164840.0,1401.14,119096.90000000001,0-500km
64859,"IP Radian, LLC",TX,320.0,727.7,Louisiana,320000000.0,Rail,0.0029108,931456.0,5123.008,435455.68,500-1000km
64877,Edwards Sanborn E3,CA,27.1,2524.0,Louisiana,27100000.0,Rail,0.010095999999999999,273601.6,1504.8088,127908.748,2000-3000km
64878,Edwards Sanborn E1A,CA,149.3,2523.9,Louisiana,149300000.0,Rail,0.0100956,1507273.0799999998,8290.00194,704650.1649,2000-3000km
64879,Edwards Sanborn E2,CA,137.8,2524.1,Louisiana,137800000.0,Rail,0.010096399999999998,1391283.9199999997,7652.06156,650425.2326,2000-3000km
64928,Edwards Sanborn S3,CA,37.7,2524.3,Louisiana,37700000.0,Rail,0.0100972,380664.44,2093.6544200000003,177960.62570000003,2000-3000km
64929,Edwards Sanborn S1,CA,44.6,2525.4,Louisiana,44600000.0,Rail,0.0101016,450531.36000000004,2477.92248,210623.4108,2000-3000km
64971,Pretzel CSG,IL,2.0,500.8,Ohio,2000000.0,Rail,0.0020032,4006.4,22.0352,1872.992,500-1000km
65007,Grant County,WI,200.0,597.2,Ohio,200000000.0,Rail,0.0023888,477760.0,2627.6800000000003,223352.80000000002,500-1000km
65008,Onion River,WI,150.0,416.8,Ohio,150000000.0,Truck,0.0033344,500160.0,4251.360000000001,361365.60000000003,0-500km
65012,Crawfish River,WI,75.0,460.6,Ohio,75000000.0,Truck,0.0036848000000000002,276360.0,2349.06,199670.1,0-500km
65030,Oxbow Solar 1,LA,300.0,88.1,Louisiana,300000000.0,Truck,0.0007047999999999999,211439.99999999997,1797.2400000000002,152765.40000000002,0-500km
65031,Bellflower Solar 1,IN,152.5,248.0,Ohio,152500000.0,Truck,0.001984,302560.0,2571.76,218599.6,0-500km
65032,Sun Mountain Solar 1,CO,200.0,1483.6,Louisiana,200000000.0,Rail,0.005934399999999999,1186879.9999999998,6527.839999999999,554866.3999999999,1000-1500km
65037,Sawgrass Solar Energy Center,FL,74.5,1091.5,Alabama,74500000.0,Rail,0.004366,325267.0,1788.9685,152062.3225,1000-1500km
65038,Ghost Orchid Solar Energy Center,FL,74.5,1089.1,Alabama,74500000.0,Rail,0.0043564,324551.8,1785.0348999999999,151727.96649999998,1000-1500km
65039,Sundew,FL,74.5,1038.3,Alabama,74500000.0,Rail,0.004153199999999999,309413.39999999997,1701.7736999999997,144650.7645,1000-1500km
65040,Immokalee,FL,74.5,1063.2,Alabama,74500000.0,Rail,0.0042528,316833.60000000003,1742.5848,148119.708,1000-1500km
65041,Elder Branch,FL,74.5,914.5,Alabama,74500000.0,Rail,0.003658,272521.0,1498.8654999999999,127403.56749999999,500-1000km
65053,Blythe Mesa Solar II,CA,223.6,2196.1,Louisiana,223600000.0,Rail,0.0087844,1964191.8399999999,10803.055119999999,918259.6852,2000-3000km
65066,Hoot Lake Solar,MN,49.9,1123.3,Ohio,49900000.0,Rail,0.004493199999999999,224210.67999999996,1233.1587399999999,104818.49289999998,1000-1500km
65151,"Energix Aditya, LLC",VA,11.5,619.6,Ohio,11500000.0,Rail,0.0024784,28501.6,156.7588,13324.498000000001,500-1000km
65170,Hildreth Solar Power Plant,FL,74.9,664.8,Alabama,74900000.0,Rail,0.0026591999999999996,199174.07999999996,1095.45744,93113.88239999999,500-1000km
65171,Bay Ranch Solar Power Plant,FL,74.9,521.7,Alabama,74900000.0,Rail,0.0020868,156301.32,859.6572600000002,73070.86710000002,500-1000km
65172,High Springs Solar Power Plant,FL,74.9,689.3,Alabama,74900000.0,Rail,0.0027571999999999996,206514.27999999997,1135.82854,96545.4259,500-1000km
65173,Hardeetown Solar Power Plant,FL,74.9,706.5,Alabama,74900000.0,Rail,0.002826,211667.4,1164.1707000000001,98954.50950000001,500-1000km
65219,"Caden Energix Endless Caverns, LLC",VA,31.4,528.3,Ohio,31400000.0,Rail,0.0021131999999999995,66354.47999999998,364.94963999999993,31020.719399999994,500-1000km
65224,"Apple Grove Solar, LLC",VA,18.6,632.8,Ohio,18600000.0,Rail,0.0025311999999999995,47080.31999999999,258.94176,22010.0496,500-1000km
65225,"Waverly Solar, LLC",VA,118.0,749.0,Ohio,118000000.0,Rail,0.002996,353528.0,1944.404,165274.34,500-1000km
65314,Caden Energix Wytheville LLC,VA,20.0,556.8,Ohio,20000000.0,Rail,0.0022272,44544.0,244.992,20824.32,500-1000km
65319,Maplewood Solar,VA,120.0,636.7,Ohio,120000000.0,Rail,0.0025468,305616.0,1680.888,142875.47999999998,500-1000km
65333,Shakes Solar,TX,200.0,790.4,Louisiana,200000000.0,Rail,0.0031615999999999997,632319.9999999999,3477.7599999999998,295609.6,500-1000km
65376,SR Snipesville II,GA,107.0,533.4,Alabama,107000000.0,Rail,0.0021336,228295.19999999998,1255.6236,106728.006,500-1000km
65420,Bluefield Preserve Solar,FL,74.5,1032.9,Alabama,74500000.0,Rail,0.0041316,307804.2,1692.9231,143898.4635,1000-1500km
65422,FPL Chipola River Solar Energy Center,FL,74.5,498.4,Alabama,74500000.0,Truck,0.0039872,297046.39999999997,2524.8943999999997,214616.02399999998,0-500km
65423,Everglades Solar Energy Center,FL,74.5,1197.2,Alabama,74500000.0,Rail,0.0047888,356765.60000000003,1962.2108,166787.918,1000-1500km
65424,First City Solar Energy Center,FL,74.5,409.9,Alabama,74500000.0,Truck,0.0032791999999999995,244300.39999999997,2076.5534000000002,176507.03900000002,0-500km
65427,FPL Flowers Creek Solar Energy Center,FL,74.5,495.6,Alabama,74500000.0,Truck,0.0039648,295377.60000000003,2510.7096000000006,213410.31600000005,0-500km
65428,Pink Trial Solar Energy Center,FL,74.5,1035.6,Alabama,74500000.0,Rail,0.004142399999999999,308608.79999999993,1697.3483999999999,144274.614,1000-1500km
65432,Apalachee,FL,74.5,475.2,Alabama,74500000.0,Truck,0.0038015999999999996,283219.19999999995,2407.3632000000002,204625.87200000003,0-500km
65433,Blackwater River Solar Energy Center,FL,74.5,441.4,Alabama,74500000.0,Truck,0.0035311999999999995,263074.39999999997,2236.1324,190071.254,0-500km
65438,FPL Cavendish Solar Energy Center,FL,74.5,990.8,Alabama,74500000.0,Rail,0.0039632,295258.4,1623.9211999999998,138033.30199999997,500-1000km
65532,Baldwin,ME,5.0,1067.0,Ohio,5000000.0,Rail,0.004268,21340.0,117.36999999999999,9976.449999999999,1000-1500km
65533,Augusta,ME,2.5,1153.2,Ohio,2500000.0,Rail,0.0046128,11532.0,63.425999999999995,5391.209999999999,1000-1500km
65534,Monmouth,ME,5.0,1132.2,Ohio,5000000.0,Rail,0.0045288,22644.0,124.54199999999999,10586.07,1000-1500km
65550,Tinker (NC),NC,4.8,750.3,Ohio,4800000.0,Rail,0.0030012,14405.76,79.23167999999998,6734.692799999999,500-1000km
65552,Henry Farm,NC,5.0,713.5,Ohio,5000000.0,Rail,0.0028539999999999998,14269.999999999998,78.485,6671.225,500-1000km
65553,Kalish Farm Solar,NC,5.0,693.6,Ohio,5000000.0,Rail,0.0027743999999999998,13871.999999999998,76.29599999999999,6485.159999999999,500-1000km
65629,SR McKellar,TN,70.0,184.1,Alabama,70000000.0,Truck,0.0014727999999999998,103095.99999999999,876.316,74486.86,0-500km
65630,SR Bell Buckle,TN,35.0,130.9,Ohio,35000000.0,Truck,0.0010472,36652.0,311.54200000000003,26481.070000000003,0-500km
65638,SR Greenville I,TN,4.8,455.8,Ohio,4800000.0,Truck,0.0036463999999999997,17502.719999999998,148.77312000000003,12645.715200000002,0-500km
65639,SR Greenville II,TN,4.8,448.0,Ohio,4800000.0,Truck,0.003584,17203.2,146.2272,12429.312000000002,0-500km
65640,SR Bolivar,TN,3.3,174.0,Alabama,3300000.0,Truck,0.001392,4593.6,39.0456,3318.876,0-500km
65641,SR Paris,TN,6.8,225.3,Ohio,6800000.0,Truck,0.0018024,12256.32,104.17872,8855.1912,0-500km
65642,SR Jackson II,TN,1.0,185.6,Alabama,1000000.0,Truck,0.0014847999999999999,1484.8,12.620800000000001,1072.768,0-500km
65644,Lumina II Solar Project,TX,326.6,908.8,Louisiana,326600000.0,Rail,0.0036351999999999995,1187256.3199999998,6529.90976,555042.3295999999,500-1000km
65645,Lumina Solar Project,TX,326.6,930.4,Louisiana,326600000.0,Rail,0.0037216,1215474.56,6685.1100799999995,568234.3568,500-1000km
65671,Cattail (CSG),IL,2.0,540.7,Ohio,2000000.0,Rail,0.0021628,4325.599999999999,23.7908,2022.218,500-1000km
65674,Edwards Sanborn E1B,CA,154.4,2521.2,Louisiana,154400000.0,Rail,0.0100848,1557093.1199999999,8564.012159999998,727941.0335999998,2000-3000km
65675,Edwards Sanborn E4,CA,148.9,2520.4,Louisiana,148900000.0,Rail,0.0100816,1501150.24,8256.32632,701787.7372,2000-3000km
65676,Edwards Sanborn E5,CA,68.0,2519.7,Louisiana,68000000.0,Rail,0.010078799999999999,685358.3999999999,3769.471199999999,320405.0519999999,2000-3000km
65677,Edwards Sanborn S4,CA,41.2,2524.0,Louisiana,41200000.0,Rail,0.010095999999999999,415955.19999999995,2287.7536,194459.056,2000-3000km
65683,Juniper Solar (FL),FL,70.0,864.2,Alabama,70000000.0,Rail,0.0034568,241976.0,1330.868,113123.78,500-1000km
65684,Laurel Oaks Solar,FL,61.2,892.6,Alabama,61200000.0,Rail,0.0035704,218508.48,1201.79664,102152.7144,500-1000km
65687,Riverside Solar,FL,55.2,895.3,Alabama,55200000.0,Rail,0.0035811999999999997,197682.24,1087.2523199999998,92416.44719999998,500-1000km
65711,Vikings Energy Farm,CA,136.8,2245.9,Louisiana,136800000.0,Rail,0.0089836,1228956.48,6759.26064,574537.1544,2000-3000km
65734,Oberon Solar Project,CA,250.0,2261.6,Louisiana,250000000.0,Rail,0.0090464,2261600.0,12438.8,1057298.0,2000-3000km
65735,Oberon II Solar Project,CA,250.0,2261.6,Louisiana,250000000.0,Rail,0.0090464,2261600.0,12438.8,1057298.0,2000-3000km
65759,Putnam Erikson 2,GA,2.9,396.3,Alabama,2900000.0,Truck,0.0031704,9194.16,78.15036,6642.780600000001,0-500km
65772,Big Bend Floating Solar I,FL,1.0,889.0,Alabama,1000000.0,Rail,0.0035559999999999997,3555.9999999999995,19.558,1662.43,500-1000km
65947,Tres Bahias,TX,196.3,478.0,Louisiana,196300000.0,Truck,0.0038239999999999997,750651.2,6380.535200000001,542345.4920000001,0-500km
65975,Starr Solar Ranch,TX,136.0,803.4,Louisiana,136000000.0,Rail,0.0032135999999999996,437049.6,2403.7727999999997,204320.68799999997,500-1000km
65976,Prairie Ronde Solar Farm,LA,135.0,80.8,Louisiana,135000000.0,Truck,0.0006464,87264.0,741.744,63048.240000000005,0-500km
65981,Second Division Solar,TX,100.0,391.3,Louisiana,100000000.0,Truck,0.0031303999999999998,313040.0,2660.84,226171.40000000002,0-500km
65996,Harmony Solar,ME,4.9,1186.9,Ohio,4900000.0,Rail,0.0047476,23263.24,127.94782000000002,10875.564700000003,1000-1500km
66046,Brazoria County Solar Project (Danciger),TX,200.0,392.9,Louisiana,200000000.0,Truck,0.0031431999999999996,628639.9999999999,5343.4400000000005,454192.4,0-500km
66103,"Blue Elk III Solar, LLC",MI,20.0,133.1,Ohio,20000000.0,Truck,0.0010647999999999999,21295.999999999996,181.01600000000002,15386.360000000002,0-500km
66104,"Blue Elk VII Solar, LLC",MI,12.5,163.2,Ohio,12500000.0,Truck,0.0013055999999999999,16319.999999999998,138.72,11791.2,0-500km
66112,Newport Solar Project,AR,180.0,374.0,Alabama,180000000.0,Truck,0.002992,538560.0,4577.76,389109.60000000003,0-500km
66125,"West Line Solar, LLC",AZ,100.0,1898.6,Louisiana,100000000.0,Rail,0.007594399999999999,759439.9999999999,4176.92,355038.2,1500-2000km
66128,Lake Mabel Solar and Battery Storage,FL,74.5,912.7,Alabama,74500000.0,Rail,0.0036508,271984.6,1495.9153000000001,127152.80050000001,500-1000km
66129,Dover Solar and Battery Storage,FL,25.0,882.9,Alabama,25000000.0,Rail,0.0035315999999999998,88290.0,485.59499999999997,41275.575,500-1000km
66140,PNA Rossford Solar Array,OH,1.4,5.6,Ohio,1400000.0,Truck,4.48e-05,62.72,0.5331199999999999,45.3152,0-500km
66171,SR Snipesville III,GA,107.0,530.6,Alabama,107000000.0,Rail,0.0021224,227096.8,1249.0324,106167.754,500-1000km
66172,SR DeSoto II,GA,65.0,428.7,Alabama,65000000.0,Truck,0.0034295999999999997,222923.99999999997,1894.854,161062.59,0-500km
66173,SR Ailey,GA,80.0,515.7,Alabama,80000000.0,Rail,0.0020628,165024.0,907.632,77148.72,500-1000km
66263,Eleven Mile Solar Center,AZ,300.0,1903.0,Louisiana,300000000.0,Rail,0.007612,2283600.0,12559.8,1067583.0,1500-2000km
66532,BCE Los Alamitos 2,CA,10.0,2508.2,Louisiana,10000000.0,Rail,0.010032799999999998,100327.99999999999,551.804,46903.34,2000-3000km
66533,BCE Los Alamitos 1,CA,10.0,2509.5,Louisiana,10000000.0,Rail,0.010038,100380.0,552.0899999999999,46927.649999999994,2000-3000km
66572,Highpeak Solar 1,TX,10.0,943.9,Louisiana,10000000.0,Rail,0.0037755999999999996,37755.99999999999,207.658,17650.93,500-1000km
66623,Harvest Gold Solar,MS,99.0,332.1,Alabama,99000000.0,Truck,0.0026568,263023.2,2235.6972,190034.26200000002,0-500km
66624,Double Back Diamond,IL,592.8,568.4,Ohio,592800000.0,Rail,0.0022735999999999998,1347790.0799999998,7412.845439999999,630091.8624,500-1000km
66634,Adams Solar LLC PA,PA,80.0,564.2,Ohio,80000000.0,Rail,0.0022568,180544.00000000003,992.992,84404.31999999999,500-1000km
66635,Caden Energix Axton LLC,VA,66.0,637.8,Ohio,66000000.0,Rail,0.0025511999999999996,168379.19999999998,926.0855999999999,78717.27599999998,500-1000km
66639,Falmouth Renewable Energy Center,FL,74.9,611.9,Alabama,74900000.0,Rail,0.0024476,183325.24,1008.2888200000001,85704.5497,500-1000km
66699,Lockhart Solar PV II,CA,84.4,2454.6,Louisiana,84400000.0,Rail,0.0098184,828672.96,4557.70128,387404.60880000005,2000-3000km
66818,SR Russellville,KY,173.0,245.4,Ohio,173000000.0,Truck,0.0019632,339633.6,2886.8856000000005,245385.27600000004,0-500km
66821,Orion III Solar Project,TX,250.0,522.4,Louisiana,250000000.0,Rail,0.0020895999999999996,522399.9999999999,2873.2,244221.99999999997,500-1000km
66825,SR DeSoto III,GA,60.0,430.7,Alabama,60000000.0,Truck,0.0034455999999999996,206735.99999999997,1757.256,149366.76,0-500km
66859,Orion I Solar Project,TX,200.0,511.7,Louisiana,200000000.0,Rail,0.0020467999999999997,409359.99999999994,2251.48,191375.8,500-1000km
66898,Fort Martin Solar,WV,18.9,366.6,Ohio,18900000.0,Truck,0.0029328,55429.920000000006,471.15432000000004,40048.1172,0-500km
66900,Rivesville Solar,WV,5.5,368.5,Ohio,5500000.0,Truck,0.0029479999999999997,16213.999999999998,137.81900000000002,11714.615000000002,0-500km
66921,English Creek Solar,FL,23.0,890.9,Alabama,23000000.0,Rail,0.0035635999999999997,81962.79999999999,450.7954,38317.609,500-1000km
66925,SR McNeal,AZ,20.0,1717.9,Louisiana,20000000.0,Rail,0.0068716,137432.0,755.876,64249.46,1500-2000km
66941,Orion II Solar Project,TX,250.0,506.3,Louisiana,250000000.0,Rail,0.0020252,506300.0,2784.6499999999996,236695.24999999997,500-1000km
66954,Umbriel Solar,TX,150.0,297.2,Louisiana,150000000.0,Truck,0.0023775999999999997,356639.99999999994,3031.44,257672.4,0-500km
66955,Three Corners Solar,ME,110.0,1185.4,Ohio,110000000.0,Rail,0.0047416,521576.00000000006,2868.668,243836.78,1000-1500km
66956,Pittsfield Solar (N. Main St),ME,4.9,1196.1,Ohio,4900000.0,Rail,0.004784399999999999,23443.559999999998,128.93958,10959.864300000001,1000-1500km
67018,Wild Springs,SD,128.0,1588.0,Ohio,128000000.0,Rail,0.006352,813056.0,4471.808,380103.68,1500-2000km
67019,"Copperhead Solar, LLC",TX,150.0,511.5,Louisiana,150000000.0,Rail,0.002046,306900.0,1687.9499999999998,143475.74999999997,500-1000km
67079,"SR Clarksville, LLC",TN,2.0,213.2,Ohio,2000000.0,Truck,0.0017055999999999998,3411.2,28.9952,2464.592,0-500km
67080,"SR Clarksville II, LLC",TN,4.8,213.0,Ohio,4800000.0,Truck,0.001704,8179.2,69.5232,5909.472000000001,0-500km
67081,"Sr Byhalia, LLC",MS,4.8,219.5,Alabama,4800000.0,Truck,0.001756,8428.8,71.6448,6089.808,0-500km
67082,"SR Franklin, LLC",KY,2.5,243.6,Ohio,2500000.0,Truck,0.0019487999999999999,4872.0,41.412000000000006,3520.0200000000004,0-500km
67127,"SR Toombs, LLC",GA,250.0,519.6,Alabama,250000000.0,Rail,0.0020784,519600.00000000006,2857.7999999999997,242912.99999999997,500-1000km
67130,"SR Panola II, LLC",MS,4.8,242.6,Alabama,4800000.0,Truck,0.0019408,9315.84,79.18464,6730.6944,0-500km
67131,"SR Panola III, LLC",MS,3.5,250.1,Alabama,3500000.0,Truck,0.0020008,7002.8,59.52380000000001,5059.523000000001,0-500km
67132,"SR Panola I, LLC",MS,4.8,250.0,Alabama,4800000.0,Truck,0.002,9600.0,81.60000000000001,6936.000000000001,0-500km
67158,"SR Marion, LLC",TN,1.3,193.9,Ohio,1300000.0,Truck,0.0015512,2016.56,17.140760000000004,1456.9646000000002,0-500km
67164,"SR Warren, LLC",KY,3.5,243.4,Ohio,3500000.0,Truck,0.0019472,6815.2,57.9292,4923.982,0-500km
67167,Louise Solar,MN,50.0,774.0,Ohio,50000000.0,Rail,0.003096,154800.0,851.4,72369.0,500-1000km
67168,Fillmore County Solar Project,MN,45.0,748.2,Ohio,45000000.0,Rail,0.0029928,134676.0,740.718,62961.03,500-1000km
67171,Foxhound,VA,83.0,667.2,Ohio,83000000.0,Rail,0.0026688000000000003,221510.40000000002,1218.3072,103556.112,500-1000km
67178,Mohave Energy - Hybrid,AZ,17.6,2200.9,Louisiana,17600000.0,Rail,0.0088036,154943.36,852.18848,72436.0208,2000-3000km
67192,"SR White Pine, LLC",TN,2.0,400.1,Ohio,2000000.0,Truck,0.0032008,6401.6,54.41360000000001,4625.156000000001,0-500km
67203,Bullfrog Creek Solar,FL,74.5,906.3,Alabama,74500000.0,Rail,0.0036252,270077.39999999997,1485.4256999999998,126261.18449999997,500-1000km
67285,Sun Streams 3,AZ,215.0,2020.6,Louisiana,215000000.0,Rail,0.0080824,1737716.0,9557.438,812382.23,2000-3000km
67298,"SR Canadaville, LLC",TN,16.0,218.2,Alabama,16000000.0,Truck,0.0017456,27929.6,237.4016,20179.136,0-500km
67507,ACC,AR,2.0,482.2,Louisiana,2000000.0,Truck,0.0038575999999999997,7715.199999999999,65.5792,5574.232,0-500km
67513,ADC Varner,AR,4.9,403.7,Alabama,4900000.0,Truck,0.0032295999999999996,15825.039999999997,134.51284,11433.591400000001,0-500km
67514,City of Green Forest (Carroll),AR,1.2,599.4,Alabama,1200000.0,Rail,0.0023975999999999997,2877.12,15.82416,1345.0536,500-1000km
67515,Crossett SD,AR,1.0,353.1,Louisiana,1000000.0,Truck,0.0028248,2824.8,24.010800000000003,2040.9180000000003,0-500km
67516,CSU Sacramento I,CA,1.3,2870.4,Louisiana,1300000.0,Rail,0.0114816,14926.08,82.09344,6977.9424,2000-3000km
67517,El Dorado AR,AR,1.8,370.2,Louisiana,1800000.0,Truck,0.0029615999999999996,5330.879999999999,45.31248,3851.5608,0-500km
67518,Fayetteville Public Schools (Ozarks),AR,1.0,630.6,Alabama,1000000.0,Rail,0.0025224,2522.4,13.873199999999999,1179.222,500-1000km
67519,Fayetteville Public Schools (SWEPCO),AR,4.0,603.7,Alabama,4000000.0,Rail,0.0024148,9659.199999999999,53.1256,4515.6759999999995,500-1000km
67520,LRWRA,AR,4.0,603.7,Alabama,4000000.0,Rail,0.0024148,9659.199999999999,53.1256,4515.6759999999995,500-1000km
67521,Rivercrest SD,AR,1.0,280.1,Alabama,1000000.0,Truck,0.0022408000000000003,2240.8,19.046800000000005,1618.9780000000003,0-500km
67522,Searcy Water I,AR,1.0,410.5,Alabama,1000000.0,Truck,0.003284,3284.0,27.914,2372.69,0-500km
67523,Searcy Water II,AR,2.8,410.1,Alabama,2800000.0,Truck,0.0032808,9186.24,78.08304,6637.0584,0-500km
67524,Southside SD,AR,1.0,449.4,Alabama,1000000.0,Truck,0.0035952,3595.2,30.5592,2597.532,0-500km
67526,UADA,AR,2.8,482.2,Louisiana,2800000.0,Truck,0.0038575999999999997,10801.279999999999,91.81088,7803.9248,0-500km
67527,White River Medical Center,AR,2.9,378.2,Alabama,2900000.0,Truck,0.0030256,8774.24,74.58104,6339.3884,0-500km
67580,Markum Solar Farm,TX,161.0,566.3,Louisiana,161000000.0,Rail,0.0022651999999999998,364697.19999999995,2005.8345999999997,170495.94099999996,500-1000km
67835,Costa View Farms,CA,5.0,2745.7,Louisiana,5000000.0,Rail,0.0109828,54913.99999999999,302.027,25672.295,2000-3000km
67868,Harris Farms Solar Facility,CA,1.3,2728.2,Louisiana,1300000.0,Rail,0.010912799999999999,14186.639999999998,78.02651999999999,6632.254199999999,2000-3000km
67964,Agave,AZ,150.0,2023.1,Louisiana,150000000.0,Rail,0.0080924,1213860.0,6676.23,567479.5499999999,2000-3000km
68147,Coffeen Solar BESS,IL,44.2,530.5,Ohio,44200000.0,Rail,0.0021219999999999998,93792.4,515.8582,43847.947,500-1000km
68148,Baldwin Solar BESS,IL,68.4,461.4,Ohio,68400000.0,Truck,0.0036911999999999995,252478.07999999996,2146.06368,182415.41280000002,0-500km
68474,Peacock Energy Project,TX,150.0,585.5,Louisiana,150000000.0,Rail,0.002342,351300.0,1932.1499999999999,164232.75,500-1000km
68808,Dos Palos Cooperative Gin,CA,1.0,2775.8,Louisiana,1000000.0,Rail,0.0111032,11103.2,61.0676,5190.746,2000-3000km
